"outbreak_ID","country","epi_unit","season","scan_cluster","unit_size","dead_new","zero"
5590,27,"Farm","Summer","0.High income",9893,48,0
472,27,"Farm","Winter","0.High income",33600,204,0
3987,12,"Farm","Spring","0.High income",10924,10924,0
5037,7,"Farm","Autumn","0.High income",9730,233,0
4728,13,"Farm","Spring","0.High income",1560,560,0
2532,5,"Farm","Autumn","1.High income",200,0,1
338,24,"Farm","Winter","0.Lower middle income",915,26,0
5279,13,"Farm","Winter","0.High income",21294,1580,0
29,27,"Farm","Summer","0.High income",97225,257,0
2171,6,"Farm","Summer","0.High income",4000,0,1
4632,4,"Farm","Spring","0.Upper middle income",900,500,0
5781,5,"Farm","Autumn","0.High income",27522,20,0
3413,11,"Farm","Winter","0.High income",4515,6,0
370,11,"Farm","Winter","1.High income",16924,3452,0
5727,11,"Farm","Autumn","0.High income",17819,3000,0
325,12,"Farm","Winter","1.High income",27980,2300,0
4560,11,"Backyard","Winter","0.High income",200,20,0
4941,27,"Farm","Winter","0.High income",79,17,0
4584,21,"Backyard","Autumn","1.Upper middle income",250,30,0
755,9,"Farm","Autumn","0.High income",2600,150,0
1210,20,"Farm","Spring","0.High income",1300,12,0
1334,33,"Farm","Summer","0.High income",4400,10,0
779,30,"Farm","Spring","0.Upper middle income",3029,29,0
5228,11,"Farm","Spring","0.High income",49573,10581,0
5917,11,"Farm","Spring","1.High income",31787,435,0
1998,33,"Farm","Summer","0.High income",4700,70,0
3500,14,"Farm","Autumn","0.Lower middle income",3000,78,0
2708,2,"Farm","Autumn","1.High income",37035,158,0
4393,17,"Farm","Winter","0.High income",5160,3510,0
2828,13,"Farm","Autumn","0.High income",3100,3,0
2085,17,"Farm","Autumn","1.High income",10200,0,1
2181,11,"Farm","Winter","0.High income",6200,200,0
3147,30,"Farm","Winter","1.Upper middle income",680,0,1
3534,13,"Farm","Summer","0.High income",5095,84,0
6255,12,"Backyard","Spring","0.High income",100,65,0
1588,12,"Farm","Winter","0.High income",1392,100,0
191,29,"Farm","Autumn","1.Upper middle income",27800,150,0
5751,30,"Backyard","Spring","0.Upper middle income",46,3,0
4383,11,"Farm","Winter","0.High income",90000,15000,0
177,4,"Farm","Spring","1.Upper middle income",70000,240,0
5887,17,"Farm","Winter","1.High income",8176,26,0
3665,11,"Farm","Spring","1.High income",17273,1668,0
5330,11,"Farm","Autumn","0.High income",55867,150,0
2052,34,"Farm","Winter","0.High income",2500,12,0
5464,11,"Backyard","Spring","1.High income",37,27,0
3954,11,"Farm","Winter","1.High income",23015,15,0
4276,5,"Farm","Summer","0.High income",119000,100,0
1470,17,"Farm","Autumn","0.High income",30000,2000,0
2140,35,"Farm","Winter","0.Lower middle income",2000,0,1
2881,11,"Farm","Winter","1.High income",4252,17,0
822,11,"Farm","Winter","0.High income",1000,0,1
829,7,"Farm","Winter","0.High income",850,0,1
5316,11,"Farm","Spring","1.High income",190105,307,0
4020,11,"Farm","Autumn","0.High income",4617,250,0
141,35,"Farm","Spring","0.Lower middle income",43881,7712,0
2363,10,"Farm","Summer","0.Upper middle income",5000,10,0
2203,24,"Farm","Winter","0.Lower middle income",800,4,0
5060,11,"Backyard","Spring","1.High income",49,43,0
3165,21,"Farm","Autumn","0.Upper middle income",11138,490,0
2738,35,"Farm","Winter","0.Lower middle income",16556,27,0
3066,11,"Farm","Winter","1.High income",4485,286,0
3320,20,"Farm","Winter","0.High income",850,42,0
147,27,"Farm","Autumn","0.High income",60000,320,0
4212,13,"Farm","Spring","0.High income",25680,0,1
1180,14,"Farm","Autumn","0.Lower middle income",6600,15,0
1650,11,"Farm","Spring","1.High income",11000,200,0
5040,7,"Farm","Summer","0.High income",8318,10,0
2903,11,"Farm","Spring","0.High income",12070,11,0
3259,12,"Farm","Summer","0.High income",6000,0,1
6179,25,"Backyard","Winter","0.Upper middle income",4102,980,0
3052,11,"Farm","Spring","0.High income",700,65,0
4311,31,"Farm","Spring","1.High income",7439,0,1
451,22,"Farm","Spring","0.Lower middle income",28892,78,0
903,30,"Farm","Spring","0.Upper middle income",8600,22,0
2851,15,"Farm","Spring","1.Lower middle income",14034,10,0
736,21,"Farm","Autumn","1.Upper middle income",4848,86,0
3382,8,"Farm","Spring","0.High income",10800,0,1
1496,13,"Farm","Spring","0.High income",9500,20,0
3898,6,"Farm","Spring","0.High income",28737,16279,0
2167,11,"Farm","Spring","1.High income",30000,0,1
4289,11,"Farm","Winter","0.High income",22713,0,1
4375,18,"Farm","Autumn","0.High income",9582,2100,0
1217,29,"Farm","Summer","0.Upper middle income",3600,50,0
2637,5,"Backyard","Autumn","0.High income",46,38,0
2725,24,"Farm","Spring","0.Lower middle income",19479,1532,0
4711,22,"Farm","Spring","0.Lower middle income",2200,560,0
2197,20,"Farm","Winter","1.High income",19000,0,1
1565,20,"Farm","Winter","0.High income",150000,4000,0
2577,11,"Farm","Winter","0.High income",10500,500,0
5120,11,"Farm","Winter","1.High income",6621,2313,0
126,13,"Farm","Spring","0.High income",960,23,0
3820,29,"Farm","Autumn","0.Upper middle income",125909,170,0
4738,17,"Farm","Winter","0.High income",4070,1000,0
525,29,"Farm","Autumn","0.Upper middle income",19980,0,1
3856,11,"Farm","Winter","0.High income",16649,4504,0
1014,11,"Farm","Spring","0.High income",4500,3,0
1453,29,"Farm","Autumn","0.Upper middle income",35000,1000,0
4879,27,"Backyard","Spring","0.High income",609,373,0
3470,13,"Farm","Spring","0.High income",5788,68,0
2777,12,"Farm","Spring","0.High income",78,48,0
976,4,"Farm","Spring","0.Upper middle income",1000,10,0
4910,13,"Farm","Spring","0.High income",39161,460,0
285,11,"Farm","Spring","1.High income",2973,903,0
1223,17,"Farm","Spring","0.High income",8242,100,0
873,33,"Farm","Autumn","0.High income",10800,1000,0
3723,11,"Farm","Winter","0.High income",101000,1050,0
119,11,"Backyard","Winter","0.High income",12,8,0
4390,11,"Farm","Winter","0.High income",343,190,0
1367,30,"Farm","Spring","0.Upper middle income",12600,0,1
3022,13,"Farm","Spring","0.High income",3034,0,1
2215,11,"Farm","Winter","0.High income",21000,10,0
2346,11,"Farm","Spring","1.High income",29600,0,1
5958,11,"Farm","Winter","0.High income",800,450,0
2186,24,"Farm","Winter","0.Lower middle income",1600,0,1
3754,11,"Farm","Winter","0.High income",31000,500,0
4328,18,"Farm","Winter","0.High income",22000,300,0
3012,30,"Farm","Winter","0.Upper middle income",2700,4,0
3698,11,"Backyard","Spring","0.High income",35,3,0
3283,11,"Farm","Winter","0.High income",100,10,0
2282,11,"Farm","Winter","1.High income",20000,10,0
23,11,"Farm","Winter","0.High income",21150,80,0
3745,35,"Farm","Spring","0.Lower middle income",7000,60,0
2053,24,"Farm","Winter","0.Lower middle income",1000,0,1
2017,24,"Farm","Summer","0.Lower middle income",1800,15,0
3638,11,"Farm","Spring","1.High income",562,281,0
923,11,"Farm","Winter","0.High income",1026,0,1
1613,18,"Farm","Winter","0.High income",30000,50,0
3752,13,"Farm","Winter","0.High income",9500,5000,0
6225,26,"Backyard","Summer","0.Lower middle income",5560,1800,0
3893,13,"Farm","Spring","0.High income",80385,282,0
5327,35,"Farm","Summer","0.Lower middle income",61821,558,0
3474,21,"Farm","Autumn","0.Upper middle income",5000,26,0
5172,31,"Farm","Winter","1.High income",21777,517,0
4861,12,"Farm","Autumn","1.High income",7000,2404,0
5916,14,"Farm","Winter","0.Lower middle income",10021,157,0
4795,35,"Farm","Spring","0.Lower middle income",800,500,0
432,24,"Backyard","Winter","0.Lower middle income",22,21,0
504,34,"Backyard","Spring","0.High income",15,7,0
1713,13,"Farm","Spring","0.High income",65000,3000,0
3199,22,"Farm","Winter","1.Lower middle income",63955,470,0
3756,11,"Farm","Winter","0.High income",35656,0,1
5912,1,"Farm","Spring","0.Upper middle income",37600,90,0
1136,8,"Farm","Spring","0.High income",7650,0,1
4374,33,"Farm","Autumn","1.High income",70000,1500,0
5870,11,"Farm","Spring","0.High income",29500,5601,0
2491,23,"Farm","Autumn","0.High income",8630,4,0
3550,11,"Farm","Winter","0.High income",2977,520,0
226,13,"Farm","Spring","0.High income",10267,0,1
1743,7,"Farm","Spring","0.High income",13000,15,0
149,7,"Farm","Spring","0.High income",42228,50,0
3190,13,"Farm","Spring","0.High income",52800,168,0
1829,33,"Farm","Winter","0.High income",56000,0,1
2636,17,"Backyard","Winter","0.High income",32,15,0
1627,26,"Farm","Spring","0.Lower middle income",9500,400,0
98,18,"Backyard","Winter","0.High income",100,17,0
1036,29,"Farm","Autumn","0.Upper middle income",9000,1,0
3485,29,"Farm","Autumn","0.Upper middle income",5300,165,0
4527,22,"Farm","Summer","0.Lower middle income",68708,90,0
5661,11,"Farm","Spring","0.High income",70749,75,0
3448,11,"Farm","Spring","0.High income",450,76,0
1706,11,"Farm","Winter","0.High income",10000,200,0
4660,7,"Farm","Autumn","0.High income",800,369,0
4591,11,"Backyard","Winter","0.High income",1400,50,0
5173,11,"Farm","Winter","0.High income",97600,700,0
4634,5,"Farm","Spring","0.High income",800,600,0
5533,11,"Farm","Spring","0.High income",35000,10,0
1249,24,"Farm","Winter","0.Lower middle income",10500,50,0
3447,30,"Farm","Spring","0.Upper middle income",5790,150,0
2939,11,"Farm","Winter","0.High income",570,2,0
460,24,"Farm","Winter","1.Lower middle income",17797,1235,0
5289,11,"Farm","Winter","0.High income",169440,8026,0
3808,14,"Farm","Winter","0.Lower middle income",194847,152,0
3027,12,"Farm","Winter","0.High income",7140,8,0
3854,12,"Farm","Winter","0.High income",10754,88,0
3842,5,"Farm","Autumn","1.High income",39429,6,0
5168,35,"Farm","Winter","0.Lower middle income",13865,20,0
4890,34,"Backyard","Summer","1.High income",24,24,0
6166,35,"Backyard","Summer","1.Lower middle income",400,66,0
4671,11,"Farm","Winter","0.High income",5000,1000,0
3659,11,"Farm","Spring","0.High income",10735,787,0
5989,11,"Farm","Spring","1.High income",244,10,0
4913,11,"Farm","Winter","0.High income",14290,4522,0
2190,15,"Farm","Spring","0.Lower middle income",3096,0,1
376,27,"Farm","Winter","0.High income",2474,1150,0
4520,13,"Farm","Spring","0.High income",14826,10,0
3824,11,"Farm","Spring","1.High income",19889,19889,0
3038,11,"Farm","Winter","0.High income",1250,10,0
1562,13,"Farm","Spring","0.High income",4400,20,0
4789,27,"Farm","Summer","0.High income",4800,308,0
328,30,"Farm","Spring","0.Upper middle income",19368,0,1
2456,13,"Farm","Spring","0.High income",13800,20,0
5048,11,"Farm","Spring","1.High income",17425,0,1
4578,26,"Backyard","Summer","0.Lower middle income",100,40,0
6239,13,"Backyard","Spring","0.High income",4300,1505,0
112,27,"Backyard","Winter","0.High income",80,29,0
289,30,"Farm","Winter","0.Upper middle income",14200,1120,0
5552,7,"Farm","Winter","0.High income",650,247,0
4680,11,"Farm","Winter","0.High income",6000,2500,0
3561,5,"Farm","Autumn","1.High income",2500,0,1
4614,26,"Farm","Winter","0.Lower middle income",2000,1200,0
3928,25,"Farm","Winter","0.Upper middle income",118297,19,0
5447,7,"Backyard","Autumn","0.High income",40,28,0
2169,11,"Farm","Spring","1.High income",20300,0,1
5705,12,"Farm","Winter","1.High income",10584,212,0
1886,13,"Farm","Winter","0.High income",9000,10,0
91,13,"Backyard","Spring","0.High income",160,70,0
731,11,"Farm","Winter","0.High income",3000,200,0
3384,20,"Farm","Winter","0.High income",62999,0,1
718,24,"Farm","Winter","0.Lower middle income",4400,100,0
1283,23,"Farm","Spring","1.High income",7800,100,0
2152,11,"Farm","Winter","0.High income",4570,6,0
5025,11,"Farm","Winter","0.High income",26323,0,1
3894,27,"Farm","Summer","1.High income",85509,235,0
2441,29,"Farm","Winter","0.Upper middle income",26300,0,1
2838,11,"Farm","Spring","1.High income",36000,454,0
617,26,"Farm","Winter","0.Lower middle income",3000,300,0
578,11,"Farm","Winter","0.High income",12000,0,1
2906,11,"Farm","Winter","0.High income",65000,500,0
3840,13,"Farm","Spring","0.High income",20274,20274,0
4686,11,"Farm","Spring","1.High income",3500,1500,0
3520,14,"Farm","Autumn","0.Lower middle income",16442,460,0
5400,13,"Farm","Winter","0.High income",59386,938,0
4134,14,"Farm","Autumn","0.Lower middle income",35000,3,0
2460,11,"Farm","Winter","0.High income",8923,0,1
3450,33,"Farm","Spring","1.High income",2220,1738,0
6107,30,"Backyard","Winter","0.Upper middle income",300,100,0
1166,7,"Farm","Spring","0.High income",3600,40,0
5667,11,"Farm","Spring","1.High income",5000,0,1
861,5,"Farm","Autumn","0.High income",2291,1,0
62,18,"Farm","Winter","0.High income",177440,150,0
2351,11,"Farm","Winter","0.High income",5500,0,1
3161,12,"Farm","Autumn","1.High income",6700,300,0
5647,24,"Farm","Winter","1.Lower middle income",63351,17830,0
3278,33,"Farm","Autumn","1.High income",5225,101,0
1958,23,"Farm","Autumn","1.High income",2500,0,1
3991,20,"Farm","Winter","0.High income",16045,188,0
2043,11,"Farm","Summer","0.High income",7120,48,0
980,11,"Farm","Spring","0.High income",800,0,1
650,12,"Farm","Winter","1.High income",3200,0,1
3979,21,"Farm","Autumn","1.Upper middle income",24646,100,0
793,11,"Farm","Spring","1.High income",14000,0,1
209,13,"Farm","Autumn","0.High income",4000,2,0
5505,12,"Farm","Spring","0.High income",7000,290,0
261,13,"Farm","Winter","0.High income",11046,321,0
5186,11,"Farm","Winter","0.High income",5881,85,0
5235,11,"Farm","Spring","1.High income",7107,5072,0
5398,17,"Farm","Winter","1.High income",4987,2747,0
3092,13,"Farm","Spring","0.High income",4000,34,0
2231,11,"Farm","Winter","0.High income",4200,40,0
1842,12,"Farm","Summer","1.High income",39474,1000,0
2924,7,"Farm","Spring","0.High income",14755,65,0
4979,13,"Farm","Spring","0.High income",6370,70,0
4513,20,"Farm","Spring","0.High income",39009,20,0
3079,12,"Farm","Spring","0.High income",4380,308,0
4654,11,"Farm","Winter","0.High income",2529,245,0
4568,35,"Backyard","Summer","0.Lower middle income",66,6,0
5440,13,"Backyard","Spring","0.High income",59,6,0
3577,18,"Backyard","Winter","0.High income",987,68,0
171,17,"Farm","Autumn","1.High income",27050,930,0
3907,18,"Farm","Autumn","0.High income",20554,20554,0
2962,11,"Farm","Spring","0.High income",1200,110,0
2686,13,"Backyard","Spring","0.High income",45,11,0
3176,13,"Farm","Spring","0.High income",3000,2,0
3364,33,"Farm","Autumn","0.High income",99201,1212,0
6046,13,"Farm","Spring","0.High income",4724,45,0
4294,12,"Farm","Spring","0.High income",10000,0,1
462,11,"Farm","Spring","1.High income",1885,0,1
2136,27,"Farm","Summer","0.High income",870,0,1
3210,14,"Farm","Autumn","1.Lower middle income",15331,242,0
1145,11,"Farm","Spring","0.High income",58600,235,0
1625,11,"Farm","Spring","0.High income",11900,500,0
3639,23,"Farm","Spring","1.High income",2076,8,0
3200,11,"Farm","Winter","0.High income",29452,125,0
5507,23,"Farm","Summer","1.High income",32969,56,0
1933,27,"Farm","Winter","1.High income",100,0,1
4205,27,"Farm","Winter","0.High income",15500,0,1
4677,5,"Farm","Winter","1.High income",4500,700,0
1765,3,"Farm","Winter","0.Lower middle income",11350,0,1
1904,11,"Farm","Winter","0.High income",22000,1000,0
5175,11,"Farm","Spring","0.High income",3901,300,0
5975,13,"Farm","Spring","0.High income",27691,123,0
2414,30,"Farm","Winter","0.Upper middle income",14000,0,1
1499,13,"Farm","Spring","0.High income",4300,20,0
3981,11,"Farm","Spring","1.High income",5012,5012,0
1271,35,"Farm","Winter","0.Lower middle income",12500,100,0
322,12,"Farm","Spring","0.High income",1414,0,1
